rating,title,release_date,genres,age,gender,occupation
4,Field of Dreams (1989),1989-01-01,Drama,22,Male,engineer
5,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",55,Male,other
3,"River Wild, The (1994)",1994-01-01,"Action,Thriller",30,Male,administrator
4,Cool Runnings (1993),1993-01-01,Comedy,25,Male,librarian
5,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",32,Male,educator
4,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,Drama,28,Male,administrator
3,Spanking the Monkey (1994),1994-01-01,"Comedy,Drama",51,Male,educator
5,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",1995-01-01,"Comedy,Romance",39,Female,other
4,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",46,Female,healthcare
4,"Postino, Il (1994)",1994-01-01,"Drama,Romance",53,Female,other
4,Sling Blade (1996),1996-11-22,"Drama,Thriller",23,Male,programmer
4,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",29,Female,librarian
2,Dazed and Confused (1993),1993-01-01,Comedy,34,Male,other
3,That Thing You Do! (1996),1996-09-28,Comedy,20,Male,student
1,I Know What You Did Last Summer (1997),1997-10-17,"Horror,Mystery,Thriller",36,Male,engineer
1,Screamers (1995),1995-01-01,Sci-Fi,26,Male,executive
4,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,27,Male,programmer
4,Lost Horizon (1937),1937-01-01,Drama,35,Female,educator
2,"Shawshank Redemption, The (1994)",1994-01-01,Drama,21,Male,writer
5,Rosewood (1997),1997-02-21,Drama,47,Male,educator
5,Mr. Holland's Opus (1995),1996-01-29,Drama,33,Female,educator
3,Broken Arrow (1996),1996-02-09,"Action,Thriller",24,Female,student
3,Angels in the Outfield (1994),1994-01-01,"Children,Comedy",27,Female,other
5,Love Jones (1997),1997-03-14,Romance,36,Male,executive
5,Swingers (1996),1996-10-18,"Comedy,Drama",27,Male,marketing
4,Tales from the Crypt Presents: Bordello of Blood (1996),1996-07-19,Horror,19,Male,student
5,"Magnificent Seven, The (1954)",1954-01-01,"Action,Drama,Western",46,Male,programmer
4,"Man Who Would Be King, The (1975)",1975-01-01,Adventure,49,Female,educator
3,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,60,Male,retired
3,Scream 2 (1997),1997-01-01,"Horror,Thriller",20,Male,student
4,Liar Liar (1997),1997-03-21,Comedy,48,Male,other
3,Monty Python and the Holy Grail (1974),1974-01-01,Comedy,33,Female,other
2,Rudy (1993),1993-01-01,Drama,18,Male,student
2,To Die For (1995),1995-01-01,"Comedy,Drama",27,Female,administrator
5,Pulp Fiction (1994),1994-01-01,"Crime,Drama",25,Male,administrator
4,Somewhere in Time (1980),1980-01-01,"Drama,Romance",48,Male,technician
5,Half Baked (1998),1998-01-16,Comedy,55,Male,other
5,M*A*S*H (1970),1970-01-01,"Comedy,War",52,Male,educator
1,Happy Gilmore (1996),1996-02-16,Comedy,42,Female,homemaker
4,Desperado (1995),1995-01-01,"Action,Romance,Thriller",28,Male,student
2,Ghost (1990),1990-01-01,"Comedy,Romance,Thriller",22,Male,engineer
3,Some Like It Hot (1959),1959-01-01,"Comedy,Crime",22,Male,student
5,Once Upon a Time in the West (1969),1969-01-01,Western,33,Male,librarian
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",28,Female,student
4,Monty Python's Life of Brian (1979),1979-01-01,Comedy,50,Female,administrator
4,When Harry Met Sally... (1989),1989-01-01,"Comedy,Romance",25,Female,artist
3,Star Trek VI: The Undiscovered Country (1991),1991-01-01,"Action,Adventure,Sci-Fi",29,Male,programmer
2,Gattaca (1997),1997-01-01,"Drama,Sci-Fi,Thriller",39,Male,educator
4,Down by Law (1986),1986-01-01,"Comedy,Drama",28,Male,administrator
3,Farinelli: il castrato (1994),1994-01-01,"Drama,Musical",36,Male,engineer
2,"Fan, The (1996)",1996-08-16,Thriller,54,Male,librarian
5,Kingpin (1996),1996-07-12,Comedy,42,Male,engineer
3,Lone Star (1996),1996-06-21,"Drama,Mystery",27,Male,writer
3,My Fellow Americans (1996),1996-12-20,Comedy,51,Male,engineer
2,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,Drama,52,Male,educator
3,Touch (1997),1997-02-14,Romance,19,Male,student
4,Unforgiven (1992),1992-01-01,Western,32,Male,educator
1,Natural Born Killers (1994),1994-01-01,"Action,Thriller",31,Female,librarian
4,Jungle2Jungle (1997),1997-03-07,"Children,Comedy",50,Male,educator
3,"Shawshank Redemption, The (1994)",1994-01-01,Drama,33,Male,librarian
4,"Thousand Acres, A (1997)",1997-01-01,Drama,16,Male,student
4,Young Guns (1988),1988-01-01,"Action,Comedy,Western",19,Male,student
4,Supercop (1992),1996-07-26,"Action,Thriller",19,Male,student
4,Sling Blade (1996),1996-11-22,"Drama,Thriller",38,Male,engineer
5,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",24,Male,student
5,Much Ado About Nothing (1993),1993-01-01,"Comedy,Romance",27,Male,programmer
2,Rosencrantz and Guildenstern Are Dead (1990),1990-01-01,"Comedy,Drama",52,Male,educator
1,Kids (1995),1995-01-01,Drama,55,Male,marketing
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",28,Female,other
1,Hoodlum (1997),1997-08-22,"Crime,Drama,Film-Noir",16,Male,student
4,"Mask, The (1994)",1994-01-01,"Comedy,Crime,Fantasy",27,Female,other
5,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",44,Male,educator
3,Blade Runner (1982),1982-01-01,"Film-Noir,Sci-Fi",51,Male,engineer
3,Maverick (1994),1994-01-01,"Action,Comedy,Western",22,Male,engineer
4,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",44,Male,executive
4,M*A*S*H (1970),1970-01-01,"Comedy,War",50,Male,programmer
3,Romy and Michele's High School Reunion (1997),1997-04-25,Comedy,46,Male,programmer
5,"Omen, The (1976)",1976-01-01,Horror,20,Male,student
3,Mars Attacks! (1996),1996-12-13,"Action,Comedy,Sci-Fi,War",38,Male,programmer
4,Forget Paris (1995),1995-01-01,"Comedy,Romance",47,Male,administrator
1,Batman Forever (1995),1995-01-01,"Action,Adventure,Comedy,Crime",20,Male,student
4,"Game, The (1997)",1997-01-01,"Mystery,Thriller",48,Male,technician
5,Starship Troopers (1997),1997-01-01,"Action,Adventure,Sci-Fi,War",30,Male,other
4,Father of the Bride Part II (1995),1995-01-01,Comedy,19,Female,student
4,"Ref, The (1994)",1994-01-01,Comedy,22,Female,healthcare
3,Bonnie and Clyde (1967),1967-01-01,"Crime,Drama",36,Male,engineer
1,I Know What You Did Last Summer (1997),1997-10-17,"Horror,Mystery,Thriller",22,Male,student
2,Spawn (1997),1997-08-01,"Action,Adventure,Sci-Fi,Thriller",18,Male,student
2,Kingpin (1996),1996-07-12,Comedy,56,Male,educator
4,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",20,Male,student
4,Seven Years in Tibet (1997),1997-01-01,"Drama,War",36,Male,executive
4,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",25,Male,student
4,Geronimo: An American Legend (1993),1993-01-01,"Drama,Western",40,Female,writer
2,"Edge, The (1997)",1997-09-26,"Adventure,Thriller",39,Male,educator
5,Enchanted April (1991),1991-01-01,Drama,27,Male,student
3,"Cowboy Way, The (1994)",1994-01-01,"Action,Comedy",22,Male,student
4,Some Like It Hot (1959),1959-01-01,"Comedy,Crime",24,Male,writer
4,Like Water For Chocolate (Como agua para chocolate) (1992),1992-01-01,"Drama,Romance",50,Male,programmer
4,"Sting, The (1973)",1973-01-01,"Comedy,Crime",24,Male,technician
3,Last Action Hero (1993),1993-01-01,"Action,Comedy",57,Male,administrator
4,Sneakers (1992),1992-01-01,"Crime,Drama,Sci-Fi",29,Male,other
4,Deconstructing Harry (1997),1997-01-01,"Comedy,Drama",29,Male,engineer
3,Hercules (1997),1997-06-27,"Adventure,Animation,Children,Comedy,Musical",22,Male,student
3,Pinocchio (1940),1940-01-01,"Animation,Children",19,Male,student
4,Pink Floyd - The Wall (1982),1982-01-01,"Drama,Musical,War",29,Male,programmer
4,Good Will Hunting (1997),1997-01-01,Drama,49,Male,administrator
4,To Kill a Mockingbird (1962),1962-01-01,Drama,54,Male,librarian
3,Volcano (1997),1997-04-25,"Drama,Thriller",44,Male,educator
3,Clerks (1994),1994-01-01,Comedy,73,Male,retired
4,Citizen Ruth (1996),1996-12-13,"Comedy,Drama",19,Male,student
2,To Catch a Thief (1955),1955-01-01,"Comedy,Romance,Thriller",57,Male,other
4,Rear Window (1954),1954-01-01,"Mystery,Thriller",20,Male,student
4,Killing Zoe (1994),1994-01-01,Thriller,43,Male,engineer
4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",27,Male,programmer
3,Cape Fear (1962),1962-01-01,"Film-Noir,Thriller",43,Male,librarian
2,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",45,Male,engineer
3,"Abyss, The (1989)",1989-01-01,"Action,Adventure,Sci-Fi,Thriller",31,Male,scientist
5,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",36,Male,executive
3,Antonia's Line (1995),1995-01-01,Drama,60,Male,educator
2,I Know What You Did Last Summer (1997),1997-10-17,"Horror,Mystery,Thriller",33,Male,artist
2,Hoodlum (1997),1997-08-22,"Crime,Drama,Film-Noir",22,Male,student
2,Mr. Wrong (1996),1996-02-16,Comedy,35,Female,educator
3,Dave (1993),1993-01-01,"Comedy,Romance",24,Male,writer
2,Playing God (1997),1997-01-01,"Crime,Thriller",39,Male,educator
1,"NeverEnding Story III, The (1994)",1996-02-02,"Children,Fantasy",22,Female,healthcare
3,Dumbo (1941),1941-01-01,"Animation,Children,Musical",24,Male,student
1,Koyaanisqatsi (1983),1983-01-01,"Documentary,War",36,Male,engineer
5,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",49,Male,educator
4,Glory (1989),1989-01-01,"Action,Drama,War",22,Male,student
5,Apocalypse Now (1979),1979-01-01,"Drama,War",43,Male,engineer
2,Three Colors: Red (1994),1994-01-01,Drama,18,Male,student
3,Mimic (1997),1997-08-22,"Sci-Fi,Thriller",27,Male,student
5,Casablanca (1942),1942-01-01,"Drama,Romance,War",30,Male,administrator
4,Aladdin (1992),1992-01-01,"Animation,Children,Comedy,Musical",50,Male,healthcare
3,Cemetery Man (Dellamorte Dellamore) (1994),1996-04-12,"Comedy,Horror",26,Male,entertainment
5,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,29,Male,other
4,Robin Hood: Men in Tights (1993),1993-01-01,Comedy,33,Male,programmer
4,Murder at 1600 (1997),1997-04-18,"Mystery,Thriller",43,Male,librarian
5,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",38,Female,programmer
4,Beavis and Butt-head Do America (1996),1996-12-20,"Animation,Comedy",19,Male,student
1,Pete's Dragon (1977),1977-01-01,"Adventure,Animation,Children,Musical",33,Male,entertainment
2,"Shining, The (1980)",1980-01-01,Horror,48,Male,technician
4,Scream (1996),1996-12-20,"Horror,Thriller",53,Male,marketing
5,Cinema Paradiso (1988),1988-01-01,"Comedy,Drama,Romance",51,Male,other
5,Carrie (1976),1976-01-01,Horror,25,Female,student
5,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",40,Male,programmer
3,Up Close and Personal (1996),1996-03-01,"Drama,Romance",49,Female,educator
3,"Birds, The (1963)",1963-01-01,Horror,40,Female,writer
5,Forget Paris (1995),1995-01-01,"Comedy,Romance",30,Female,librarian
4,Star Trek: First Contact (1996),1996-11-22,"Action,Adventure,Sci-Fi",25,Male,administrator
3,Amadeus (1984),1984-01-01,"Drama,Mystery",48,Male,technician
4,Forrest Gump (1994),1994-01-01,"Comedy,Romance,War",19,Female,student
5,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",27,Female,other
3,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",57,Male,educator
3,Citizen Kane (1941),1941-01-01,Drama,35,Female,educator
4,Pretty Woman (1990),1990-01-01,"Comedy,Romance",29,Male,other
5,"Full Monty, The (1997)",1997-01-01,Comedy,32,Male,educator
2,Pete's Dragon (1977),1977-01-01,"Adventure,Animation,Children,Musical",24,Male,engineer
4,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",20,Male,student
2,Field of Dreams (1989),1989-01-01,Drama,23,Male,programmer
4,Clear and Present Danger (1994),1994-01-01,"Action,Adventure,Thriller",39,Male,marketing
5,Stand by Me (1986),1986-01-01,"Adventure,Comedy,Drama",20,Male,student
1,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",64,Male,other
5,Willy Wonka and the Chocolate Factory (1971),1971-01-01,"Adventure,Children,Comedy",19,Male,student
3,"Graduate, The (1967)",1967-01-01,"Drama,Romance",29,Male,doctor
4,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,24,Female,other
1,Kull the Conqueror (1997),1997-08-29,"Action,Adventure",23,Male,administrator
2,Willy Wonka and the Chocolate Factory (1971),1971-01-01,"Adventure,Children,Comedy",44,Female,writer
3,"Hudsucker Proxy, The (1994)",1994-01-01,"Comedy,Romance",50,Male,programmer
5,It's a Wonderful Life (1946),1946-01-01,Drama,48,Male,administrator
1,Dolores Claiborne (1994),1994-01-01,"Drama,Thriller",41,Male,administrator
4,"Apostle, The (1997)",1997-12-18,Drama,52,Male,writer
3,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",39,Male,educator
4,Mighty Aphrodite (1995),1995-10-30,Comedy,27,Male,marketing
5,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",25,Male,administrator
4,Barcelona (1994),1994-01-01,"Comedy,Romance",56,Male,educator
3,Delicatessen (1991),1991-01-01,"Comedy,Sci-Fi",45,Female,educator
4,Gandhi (1982),1982-01-01,Drama,53,Male,lawyer
3,Star Trek: First Contact (1996),1996-11-22,"Action,Adventure,Sci-Fi",48,Male,administrator
2,Natural Born Killers (1994),1994-01-01,"Action,Thriller",22,Male,student
3,Forget Paris (1995),1995-01-01,"Comedy,Romance",32,Male,librarian
4,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",38,Female,programmer
5,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",26,Male,student
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",48,Male,executive
5,"Great Escape, The (1963)",1963-01-01,"Adventure,War",46,Male,programmer
5,Die Hard (1988),1988-01-01,"Action,Thriller",25,Male,administrator
5,"Close Shave, A (1995)",1996-04-28,"Animation,Comedy,Thriller",23,Male,engineer
4,"Hunchback of Notre Dame, The (1996)",1996-06-21,"Animation,Children,Musical",73,Male,retired
1,Wonderland (1997),1997-01-01,Documentary,26,Male,executive
3,Alien 3 (1992),1992-01-01,"Action,Horror,Sci-Fi,Thriller",20,Male,none
2,She's So Lovely (1997),1997-08-22,"Drama,Romance",47,Male,lawyer
5,Citizen Kane (1941),1941-01-01,Drama,35,Male,lawyer
5,"Bridge on the River Kwai, The (1957)",1957-01-01,"Drama,War",51,Male,executive
4,"Paper, The (1994)",1994-01-01,"Comedy,Drama",24,Male,engineer
5,Courage Under Fire (1996),1996-03-08,"Drama,War",26,Male,executive
3,Billy Madison (1995),1995-01-01,Comedy,26,Male,student
4,"Right Stuff, The (1983)",1983-01-01,Drama,56,Male,educator
5,Rebel Without a Cause (1955),1955-01-01,Drama,45,Female,educator
4,"Nutty Professor, The (1996)",1996-06-28,"Comedy,Fantasy,Romance,Sci-Fi",44,Female,writer
3,Blown Away (1994),1994-01-01,"Action,Thriller",19,Male,student
4,Henry V (1989),1989-01-01,"Drama,War",32,Male,other
4,"Devil's Own, The (1997)",1997-03-26,"Action,Drama,Thriller,War",23,Female,educator
5,Angels and Insects (1995),1995-01-01,"Drama,Romance",33,Female,salesman
3,Die Hard (1988),1988-01-01,"Action,Thriller",24,Female,other
4,"Arrival, The (1996)",1996-05-31,"Action,Sci-Fi,Thriller",31,Male,entertainment
5,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",32,Male,educator
4,Jaws (1975),1975-01-01,"Action,Horror",47,Male,technician
3,Romy and Michele's High School Reunion (1997),1997-04-25,Comedy,19,Male,student
4,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",22,Male,student
2,Enchanted April (1991),1991-01-01,Drama,46,Female,healthcare
4,Michael (1996),1996-12-25,"Comedy,Romance",32,Male,executive
5,Chasing Amy (1997),1997-01-01,"Drama,Romance",29,Male,student
4,Better Off Dead... (1985),1985-01-01,Comedy,24,Male,engineer
4,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",40,Female,writer
4,Outbreak (1995),1995-01-01,"Action,Drama,Thriller",40,Male,programmer
5,"Silence of the Lambs, The (1991)",1991-01-01,"Drama,Thriller",40,Male,programmer
5,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",35,Female,none
5,GoodFellas (1990),1990-01-01,"Crime,Drama",24,Male,writer
4,Ransom (1996),1996-11-08,"Drama,Thriller",35,Female,administrator
5,My Best Friend's Wedding (1997),1997-06-20,"Comedy,Romance",23,Female,student
1,"Specialist, The (1994)",1994-01-01,Action,21,Male,student
2,"Shining, The (1980)",1980-01-01,Horror,32,Male,writer
5,Scream (1996),1996-12-20,"Horror,Thriller",29,Male,other
3,Swingers (1996),1996-10-18,"Comedy,Drama",36,Male,engineer
1,Tommy Boy (1995),1995-01-01,Comedy,22,Female,administrator
4,Unforgiven (1992),1992-01-01,Western,36,Male,engineer
3,"Good, The Bad and The Ugly, The (1966)",1966-01-01,"Action,Western",36,Male,engineer
3,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,31,Male,administrator
4,Restoration (1995),1995-01-01,Drama,48,Male,administrator
4,Notorious (1946),1946-01-01,"Film-Noir,Romance,Thriller",49,Male,educator
3,"Apostle, The (1997)",1997-12-18,Drama,27,Male,programmer
4,Groundhog Day (1993),1993-01-01,"Comedy,Romance",28,Female,other
3,Enchanted April (1991),1991-01-01,Drama,20,Male,student
5,Diva (1981),1981-01-01,"Action,Drama,Mystery,Romance,Thriller",32,Male,programmer
5,Local Hero (1983),1983-01-01,Comedy,50,Female,administrator
3,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,27,Male,student
4,"Streetcar Named Desire, A (1951)",1951-01-01,Drama,36,Male,engineer
4,"Wings of the Dove, The (1997)",1997-01-01,"Drama,Romance,Thriller",28,Female,lawyer
3,Mr. Holland's Opus (1995),1996-01-29,Drama,24,Male,writer
3,"Room with a View, A (1986)",1986-01-01,"Drama,Romance",42,Male,programmer
5,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,56,Male,educator
2,Blue in the Face (1995),1995-01-01,Comedy,47,Male,technician
4,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,Drama,33,Female,salesman
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",29,Male,programmer
2,Powder (1995),1995-01-01,Drama,28,Female,librarian
3,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,Animation,52,Male,writer
3,"Lion King, The (1994)",1994-01-01,"Animation,Children,Musical",23,Male,student
3,Sense and Sensibility (1995),1995-01-01,"Drama,Romance",44,Female,writer
3,On Golden Pond (1981),1981-01-01,Drama,29,Male,engineer
3,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,Horror,31,Male,entertainment
3,Bad Boys (1995),1995-01-01,Action,22,Male,student
4,GoodFellas (1990),1990-01-01,"Crime,Drama",47,Male,technician
4,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",26,Male,programmer
2,Soul Food (1997),1997-01-01,Drama,61,Male,educator
4,Mars Attacks! (1996),1996-12-13,"Action,Comedy,Sci-Fi,War",52,Male,educator
1,"Nightmare on Elm Street, A (1984)",1984-01-01,Horror,30,Male,administrator
4,Broken Arrow (1996),1996-02-09,"Action,Thriller",43,Male,administrator
3,Gone with the Wind (1939),1939-01-01,"Drama,Romance,War",44,Male,executive
1,Big Night (1996),1996-09-20,Drama,43,Female,administrator
3,Star Maps (1997),1997-01-01,Drama,48,Male,administrator
2,Billy Madison (1995),1995-01-01,Comedy,30,Male,lawyer
3,Murder at 1600 (1997),1997-04-18,"Mystery,Thriller",49,Female,executive
3,"White Balloon, The (1995)",1995-01-01,Drama,60,Male,educator
5,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",55,Male,educator
3,Somewhere in Time (1980),1980-01-01,"Drama,Romance",45,Female,educator
1,Broken Arrow (1996),1996-02-09,"Action,Thriller",60,Male,retired
2,Barbarella (1968),1968-01-01,"Adventure,Sci-Fi",19,Male,student
5,"Shawshank Redemption, The (1994)",1994-01-01,Drama,33,Female,salesman
4,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,19,Male,student
2,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,50,Female,writer
4,Liar Liar (1997),1997-03-21,Comedy,30,Male,librarian
4,Batman (1989),1989-01-01,"Action,Adventure,Crime,Drama",22,Male,student
2,Nowhere (1997),1997-05-09,Drama,21,Male,writer
